timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation
2026-04-06 18:20:00,32.396872,-97.303708,8.221,1.751,5.547,42.766,1.797,2.657,Fulfilled,4.768,3.705,1603.51,1.667,9.841,536.14,70.823,Good,6.972,2.386,5.334,5.777,0.722,0.7537,High Risk,5.19
2026-02-09 22:34:00,32.101103,-96.928101,6.494,0.938,4.023,61.071,1.794,6.368,Fulfilled,2.256,4.856,984.21,8.268,6.876,762.59,84.319,Good,1.255,2.145,8.848,3.023,0.281,0.2061,Low Risk,0.93
2026-04-14 10:35:00,34.281588,-118.24094,7.229,3.153,8.949,15.397,3.209,4.067,Fulfilled,4.5,6.352,1414.14,6.596,8.03,712.88,77.476,At Risk,5.86,3.98,6.143,7.883,0.721,0.9325,High Risk,6.71
2026-02-22 18:26:00,34.705992,-84.021022,4.438,-0.486,2.801,89.762,0.7,7.648,Pending,0.898,5.359,806.32,7.679,5.545,728.33,80.438,Good,1.661,1.496,7.521,0.519,0.058,0.1176,Low Risk,0.23
2026-03-01 16:39:00,40.28543,-74.266553,6.077,3.884,5.947,45.959,2.645,4.342,Delayed,3.796,5.896,1855.25,5.695,10.914,476.65,115.0,At Risk,5.097,3.377,4.29,4.532,0.63,0.692,Moderate Risk,5.26
2026-01-02 09:55:00,33.169793,-85.462032,5.777,0.546,1.594,71.715,1.536,8.336,Pending,2.039,0.461,844.09,7.978,4.841,323.02,71.626,At Risk,1.987,1.096,6.172,2.928,0.127,0.1004,Low Risk,-0.73
2026-03-18 05:27:00,41.55609,-87.356063,6.638,1.264,4.264,64.023,1.154,5.493,Fulfilled,2.773,3.095,1625.72,8.794,13.051,814.6,79.004,Good,3.006,1.592,8.505,3.93,0.338,0.4432,Moderate Risk,2.15
2026-04-30 07:37:00,32.581332,-97.624413,5.55,-0.079,2.482,81.142,0.809,9.957,Pending,0.0,0.0,831.48,8.166,5.073,160.22,71.313,Good,0.998,0.686,9.204,2.202,0.124,0.0674,Low Risk,0.4
2026-01-12 23:21:00,42.101986,-87.740113,5.387,1.138,2.223,71.269,1.135,7.6,Fulfilled,2.27,0.82,1169.8,8.748,8.839,468.39,70.508,Good,1.656,2.0,9.897,4.8,0.282,0.2023,Low Risk,0.7
2026-02-06 18:55:00,40.825327,-88.125272,5.899,2.241,3.331,71.548,2.155,8.229,Fulfilled,2.5,1.204,1301.9,7.918,7.526,455.45,85.278,At Risk,2.366,3.224,6.238,2.869,0.273,0.2589,Low Risk,2.7
2026-04-18 02:26:00,34.369061,-84.276296,6.715,1.733,4.894,65.286,0.781,10.0,Delayed,1.492,4.573,859.22,8.043,4.802,612.7,69.891,Good,4.025,1.437,7.389,2.774,0.271,0.3135,Low Risk,1.55
2026-04-19 19:37:00,30.519567,-95.716926,5.822,1.342,1.116,73.59,2.076,6.524,Delayed,5.576,3.125,1146.9,6.565,4.541,850.29,108.203,Good,5.773,1.165,3.114,4.794,0.49,0.4069,Moderate Risk,1.45
2026-02-09 03:56:00,34.255904,-116.696944,6.043,1.907,3.417,54.966,1.949,6.459,Fulfilled,2.3,5.361,1241.19,8.098,7.106,452.13,76.416,Good,1.595,3.658,7.695,5.41,0.385,0.391,Low Risk,3.04
2026-03-24 14:00:00,29.153523,-94.950271,5.602,2.366,4.732,67.197,2.052,7.046,Fulfilled,4.41,6.599,1197.65,5.772,8.055,1167.04,99.507,At Risk,3.746,1.286,6.499,3.767,0.394,0.3679,Low Risk,4.26
2026-04-11 06:43:00,30.357313,-95.668919,8.885,3.673,7.137,16.947,3.253,4.003,Fulfilled,6.219,5.54,1713.08,0.0,7.94,457.18,112.127,Damaged,7.768,4.582,7.79,7.564,0.845,0.9056,High Risk,4.5
2026-03-01 21:06:00,33.787057,-119.146826,8.833,3.387,7.406,39.005,3.281,3.576,Fulfilled,6.523,8.297,1467.29,5.451,8.406,710.56,110.948,Damaged,8.521,4.417,8.822,8.941,0.8,0.9321,High Risk,5.86
2026-02-28 19:59:00,34.144327,-117.723526,8.892,2.073,8.269,33.625,2.797,2.895,Fulfilled,4.167,6.82,1452.92,2.182,9.152,687.46,89.07,Good,8.024,4.153,6.231,6.913,0.799,0.8499,High Risk,7.57
2026-02-13 18:14:00,32.752767,-97.342875,5.614,2.894,1.257,84.9,1.047,8.724,Fulfilled,0.159,3.261,844.3,7.176,3.815,483.59,61.459,Damaged,3.863,2.302,8.364,2.794,0.222,0.1474,Low Risk,0.43
2026-01-28 07:46:00,41.217903,-88.986805,5.653,0.497,2.173,88.808,0.975,8.944,Fulfilled,0.144,1.832,512.53,7.929,1.083,558.73,49.189,Good,0.851,1.011,9.354,0.651,0.019,0.072,Low Risk,0.56
2026-02-18 21:31:00,35.120431,-118.609121,5.578,-0.616,2.067,96.098,1.005,8.229,Fulfilled,1.619,1.588,417.69,10.0,1.0,292.75,59.423,At Risk,2.141,0.983,10.0,2.534,0.14,0.0735,Low Risk,-0.94
2026-04-10 12:46:00,33.32564,-118.466679,5.135,2.792,4.954,65.089,3.156,5.251,Fulfilled,4.201,3.813,1738.83,1.874,13.308,606.38,100.313,At Risk,7.383,3.251,7.384,6.547,0.559,0.7014,Moderate Risk,5.46
2026-04-21 21:33:00,29.766957,-95.41138,7.088,2.007,4.889,59.084,2.621,2.467,Exception,2.79,2.042,1496.01,7.323,6.365,384.6,74.999,Good,5.03,4.718,5.173,3.588,0.572,0.6013,Moderate Risk,5.58
2026-02-23 02:01:00,34.131219,-117.022985,4.956,1.153,2.615,61.07,1.032,8.311,Fulfilled,3.263,5.998,918.7,5.825,5.449,678.53,82.082,At Risk,3.218,2.647,8.545,5.508,0.356,0.4162,Moderate Risk,4.23
2026-02-02 00:41:00,32.811595,-96.627601,6.388,1.888,8.195,60.913,2.021,8.035,Fulfilled,4.287,3.66,1569.02,5.874,10.708,544.08,80.745,Good,5.27,4.071,10.0,6.163,0.537,0.689,Moderate Risk,4.72
2026-02-11 19:17:00,40.844453,-73.886131,6.069,1.671,2.934,63.771,1.008,7.726,Fulfilled,0.0,5.064,975.02,5.064,3.125,804.03,60.071,Good,3.439,1.184,7.178,3.724,0.22,0.2314,Low Risk,2.06
2026-02-28 17:37:00,29.764085,-95.157203,5.311,2.165,2.636,49.365,2.371,7.788,Fulfilled,3.366,4.503,1316.8,6.166,7.984,748.36,71.255,At Risk,4.377,2.406,7.359,4.028,0.358,0.4562,Moderate Risk,2.98
2026-03-07 17:14:00,32.995551,-96.947552,7.021,2.632,5.87,51.917,2.547,6.303,Delayed,4.717,3.891,985.38,6.503,5.601,469.87,77.316,Good,7.625,3.245,7.878,4.422,0.691,0.7056,Moderate Risk,5.43
2026-03-11 14:11:00,33.50278,-118.258113,5.328,-0.249,1.539,72.801,0.981,7.447,Fulfilled,1.749,0.895,709.95,8.223,4.202,422.61,48.81,At Risk,1.652,1.719,8.134,5.358,0.139,0.1356,Low Risk,-1.8
2026-04-05 09:09:00,33.101646,-84.349129,6.264,1.721,7.311,36.409,2.669,7.64,Fulfilled,5.546,6.468,1154.27,7.715,8.934,1082.07,83.081,At Risk,3.12,1.997,4.173,5.525,0.509,0.6017,Moderate Risk,5.92
2026-04-10 18:47:00,41.322668,-74.291178,7.214,0.633,4.539,74.853,1.611,6.148,Pending,3.341,7.913,1044.02,5.735,2.897,328.65,74.33,Good,4.425,2.224,8.878,2.75,0.515,0.4646,Moderate Risk,2.99
2026-01-02 00:26:00,30.021595,-94.916112,5.057,0.842,3.718,70.834,0.46,7.458,Fulfilled,0.0,1.591,1155.9,10.0,6.577,379.48,50.534,Good,2.943,0.753,10.0,0.0,0.192,0.1559,Low Risk,1.31
2026-01-22 08:51:00,33.962834,-118.192949,7.208,1.843,7.497,46.536,1.791,5.069,Pending,7.545,6.897,1286.54,6.013,6.683,604.61,115.0,Good,4.29,4.554,7.859,3.435,0.628,0.7741,High Risk,6.94
2026-02-28 06:06:00,34.473496,-84.090973,6.218,1.258,4.52,59.195,2.245,5.154,Pending,4.133,2.983,1479.63,7.033,10.402,367.2,82.293,Good,5.173,2.308,5.517,6.16,0.491,0.54,Moderate Risk,3.45
2026-02-15 18:31:00,42.167674,-88.235159,5.935,2.082,4.735,62.241,0.574,5.22,Fulfilled,2.199,7.453,960.96,5.083,5.487,682.34,66.15,Good,3.91,2.442,10.0,7.313,0.525,0.4769,Moderate Risk,4.04
2026-04-16 10:18:00,30.161647,-95.298585,4.698,2.194,2.628,76.987,1.475,7.273,Fulfilled,0.0,3.93,1263.85,8.116,7.684,364.78,57.773,Good,2.397,0.843,10.0,5.151,0.195,0.1913,Low Risk,1.75
2026-03-03 09:42:00,42.697844,-86.832714,5.854,1.44,1.839,89.953,1.401,9.983,Fulfilled,3.119,3.584,876.94,10.0,3.391,678.31,89.204,Good,1.867,1.733,4.824,3.149,0.164,0.1811,Low Risk,0.98
2026-02-20 22:49:00,41.954267,-87.537264,5.764,1.968,4.003,59.003,0.486,7.859,Fulfilled,4.043,4.153,1412.8,6.252,7.711,296.03,92.092,At Risk,4.672,2.197,6.718,3.168,0.294,0.3411,Low Risk,1.05
2026-01-02 07:33:00,33.843608,-117.021491,5.012,-0.075,1.222,67.851,1.632,7.84,Fulfilled,0.592,5.606,1090.31,7.624,6.606,367.92,62.283,Good,0.246,1.182,7.025,1.594,0.041,0.0892,Low Risk,-0.84
2026-01-22 05:33:00,32.548844,-96.148108,8.115,4.227,8.117,37.08,3.397,5.282,Pending,2.879,5.082,1640.25,1.906,10.952,255.61,65.252,At Risk,8.082,5.024,6.381,7.794,0.777,0.842,High Risk,6.66
2026-03-09 07:07:00,40.722697,-87.438632,6.856,2.365,4.174,70.58,1.057,6.319,Pending,1.03,1.618,931.56,6.771,4.385,641.34,46.35,Good,4.503,2.52,7.903,5.45,0.33,0.2859,Low Risk,2.14
2026-04-30 09:46:00,33.478055,-118.137316,5.955,0.735,2.609,62.079,1.135,5.517,Fulfilled,0.0,2.014,561.59,10.0,3.221,418.59,54.119,Good,1.855,1.255,9.355,3.322,0.113,0.0903,Low Risk,-0.19
2026-03-11 09:56:00,42.294592,-87.994156,6.457,2.998,6.349,7.459,2.947,6.231,Fulfilled,7.088,5.046,1971.65,2.415,14.563,971.71,101.423,Good,6.722,3.331,4.269,6.791,0.818,0.8744,High Risk,6.29
2026-03-24 08:20:00,32.329619,-95.622199,8.182,3.094,5.885,44.206,1.9,4.617,Pending,4.829,5.534,1103.25,4.298,7.552,544.85,81.433,Good,6.375,2.968,3.931,6.013,0.683,0.7631,High Risk,6.18
2026-04-25 04:39:00,40.483109,-73.131371,5.922,1.158,2.846,79.611,0.934,10.0,Fulfilled,1.093,0.154,1085.57,9.735,7.238,189.37,35.381,Good,2.439,1.588,8.182,0.802,0.155,0.1427,Low Risk,0.34
2026-04-16 17:51:00,34.445313,-117.842719,4.194,0.111,2.599,75.075,2.223,6.434,Pending,0.171,1.821,1118.4,8.49,6.963,430.72,49.291,Good,2.391,3.087,7.651,1.905,0.178,0.1896,Low Risk,1.61
2026-03-05 11:24:00,40.784207,-74.633989,7.448,2.575,6.396,68.339,1.876,7.073,Delayed,4.347,4.512,1518.61,5.065,10.143,657.06,77.179,Good,5.719,2.142,8.734,6.557,0.671,0.7421,Moderate Risk,5.2
2026-02-10 02:04:00,33.854282,-84.304527,6.269,1.406,4.403,72.594,1.98,6.018,Fulfilled,3.045,5.493,961.42,7.88,4.767,815.01,75.319,Good,3.233,1.907,5.392,3.976,0.429,0.3141,Low Risk,1.74
2026-03-01 19:33:00,33.523037,-95.998904,4.859,2.338,4.634,97.223,2.715,8.209,Fulfilled,3.411,0.928,1101.42,5.967,6.182,791.45,85.277,Damaged,3.241,3.302,6.991,4.814,0.366,0.3705,Low Risk,2.17
2026-04-27 07:17:00,34.459887,-116.96669,8.023,3.976,7.903,48.587,4.103,4.068,Fulfilled,7.465,6.473,1899.74,3.506,12.764,749.9,95.999,At Risk,7.091,4.895,5.604,6.289,0.84,0.9429,High Risk,6.86
2026-01-12 02:29:00,39.566089,-72.139267,4.436,0.41,1.048,74.955,1.735,7.399,Fulfilled,0.401,3.101,739.77,7.793,1.445,572.31,76.835,Good,3.255,3.905,9.67,6.434,0.251,0.1549,Low Risk,0.06
2026-01-21 02:11:00,33.666361,-96.790969,5.228,-0.241,3.891,51.178,0.878,4.921,Fulfilled,3.557,1.983,1119.88,10.0,6.069,540.79,90.628,Good,3.819,1.508,8.023,1.589,0.32,0.2587,Low Risk,-0.46
2026-01-07 10:50:00,33.877018,-117.532434,5.749,0.416,4.081,83.197,1.48,8.33,Fulfilled,3.243,1.587,1061.12,6.887,8.298,200.31,62.953,Good,1.777,1.796,9.126,1.315,0.183,0.2017,Low Risk,0.63
2026-04-28 15:59:00,33.129825,-97.177709,8.938,3.515,8.175,31.814,3.945,2.7,Fulfilled,8.738,9.722,1977.21,3.472,12.8,730.34,115.0,At Risk,7.582,5.011,6.515,7.667,0.855,0.9786,High Risk,8.66
2026-03-26 02:56:00,41.989967,-87.89428,5.72,0.554,3.262,82.388,1.508,8.697,Fulfilled,2.348,2.847,1413.62,8.705,9.116,540.06,61.939,Good,3.171,1.536,9.084,2.991,0.305,0.1626,Low Risk,0.8
2026-02-25 11:18:00,32.32896,-97.799255,5.205,1.092,1.971,81.961,0.985,7.703,Fulfilled,0.0,1.618,906.63,10.0,3.881,599.06,46.742,Good,2.602,1.875,9.174,3.702,0.057,0.1112,Low Risk,0.17
2026-03-04 19:57:00,29.99357,-95.04234,4.786,0.2,2.886,90.691,1.421,7.576,Pending,4.097,2.948,1122.62,7.668,6.831,322.13,95.772,At Risk,2.318,3.737,4.866,3.639,0.403,0.392,Low Risk,0.89
2026-03-29 16:59:00,29.429963,-94.246831,5.836,1.18,6.125,50.733,2.185,3.608,Fulfilled,3.513,0.541,1110.19,8.296,7.816,387.56,70.598,Good,3.083,2.987,4.223,5.254,0.507,0.5436,Moderate Risk,4.72
2026-04-22 22:45:00,40.50459,-74.008839,6.247,3.059,4.642,49.494,2.007,5.537,Fulfilled,2.656,7.254,1057.47,4.648,5.384,741.69,65.121,Good,3.131,1.069,8.263,5.289,0.316,0.4276,Moderate Risk,4.03
2026-03-15 09:26:00,33.178607,-97.514817,8.154,2.614,7.241,33.286,2.721,2.208,Pending,5.578,5.887,1675.8,4.489,11.785,698.77,110.743,Damaged,4.672,3.233,4.847,5.065,0.733,0.856,High Risk,5.98
2026-04-20 19:24:00,29.349066,-95.476977,5.415,2.242,4.727,58.719,2.33,10.0,Delayed,5.42,6.86,943.45,7.595,4.431,385.5,101.525,Good,2.706,0.967,4.974,5.634,0.436,0.4354,Moderate Risk,3.09
2026-03-16 12:06:00,32.667084,-84.328517,6.944,1.352,4.533,39.161,1.84,7.062,Fulfilled,1.666,4.376,1028.52,7.383,6.214,562.23,57.972,At Risk,4.174,1.466,5.693,3.66,0.264,0.327,Low Risk,1.76
2026-01-29 02:35:00,40.238813,-73.975419,5.949,2.471,3.831,74.23,1.834,6.75,Fulfilled,5.976,3.096,1084.47,7.497,6.605,670.52,108.149,Good,3.974,3.017,5.327,6.236,0.537,0.5993,Moderate Risk,4.53
2026-02-27 09:46:00,42.575057,-86.859734,6.463,0.871,3.065,43.513,0.975,6.333,Delayed,4.184,3.783,1303.42,5.911,7.539,757.02,76.535,At Risk,2.916,1.986,7.774,2.599,0.402,0.3833,Low Risk,2.89
2026-03-09 02:22:00,34.575967,-116.572444,6.904,1.518,4.379,78.097,3.343,7.378,Fulfilled,3.467,7.006,1010.79,5.744,2.7,594.72,78.496,Good,5.024,1.912,8.471,5.632,0.417,0.4352,Moderate Risk,3.8
2026-04-05 05:45:00,30.034616,-94.63339,6.045,0.453,2.821,67.999,1.681,8.522,Fulfilled,6.008,5.218,992.77,6.273,5.602,461.2,112.315,Good,2.971,1.499,2.526,5.515,0.51,0.4856,Moderate Risk,2.74
2026-04-14 00:56:00,42.087118,-88.043769,6.104,-0.274,2.185,72.61,1.585,9.975,Fulfilled,0.456,0.0,738.4,10.0,4.579,527.63,61.058,Good,2.243,0.845,8.333,1.452,0.162,0.0854,Low Risk,-0.19
2026-03-16 16:53:00,30.858246,-96.259875,5.165,0.001,3.483,82.379,1.534,9.627,Fulfilled,1.965,2.101,641.87,7.117,3.166,443.38,70.031,Good,2.392,1.237,7.41,2.034,0.255,0.2074,Low Risk,2.0
2026-02-02 07:46:00,33.476279,-97.459067,5.464,1.667,4.438,64.849,0.377,5.31,Fulfilled,2.238,1.716,1501.96,6.879,10.01,363.0,61.861,Good,3.161,3.488,5.476,6.096,0.425,0.3201,Low Risk,1.76
2026-01-05 20:48:00,29.339296,-94.309956,6.823,2.818,4.129,55.852,3.404,6.67,Fulfilled,3.494,4.48,1310.15,5.54,6.738,748.49,87.051,Good,4.525,3.224,6.835,3.841,0.529,0.5804,Moderate Risk,4.28
2026-02-03 12:51:00,33.032985,-97.109397,7.366,2.142,5.489,53.349,2.42,5.627,Fulfilled,5.782,3.208,992.14,5.02,4.709,161.55,108.619,Damaged,4.253,2.554,5.078,4.514,0.4,0.4722,Moderate Risk,5.24
2026-04-21 01:17:00,33.123944,-97.132563,7.02,0.03,4.861,59.135,0.809,3.959,Fulfilled,3.328,4.717,1215.16,5.56,5.526,422.55,89.825,Good,4.446,2.41,7.149,3.022,0.483,0.4006,Moderate Risk,1.37
2026-01-26 06:26:00,33.359678,-83.335142,3.926,0.659,2.113,83.922,1.577,9.457,Pending,0.0,0.453,678.5,6.448,2.76,638.29,69.119,Damaged,0.434,0.636,9.808,1.414,0.082,0.0672,Low Risk,0.48
2026-03-05 03:09:00,33.973676,-85.518788,5.483,3.325,5.046,43.16,1.607,5.931,Fulfilled,2.105,4.369,1026.81,3.89,8.801,610.43,64.984,Good,5.138,2.931,6.295,3.769,0.534,0.6124,Moderate Risk,4.8
2026-04-16 11:39:00,33.316772,-84.596223,7.891,2.239,7.28,59.651,3.139,6.439,Fulfilled,5.763,8.36,1584.08,3.652,12.426,488.46,105.945,Good,7.991,4.777,6.106,6.107,0.83,0.9237,High Risk,8.13
2026-01-23 22:40:00,41.843818,-87.469095,6.18,0.892,2.22,70.94,0.481,7.005,Delayed,1.886,5.353,1091.64,8.472,4.947,628.52,64.806,Good,1.317,3.071,10.0,3.867,0.257,0.2793,Low Risk,1.09
2026-02-11 21:54:00,33.945856,-116.873173,6.675,1.399,3.728,52.144,1.843,6.75,Fulfilled,6.347,4.219,759.61,6.987,5.375,542.09,96.569,At Risk,3.273,0.206,3.969,3.917,0.282,0.2997,Low Risk,1.86
2026-02-24 13:03:00,42.574018,-86.678884,6.533,1.06,3.583,71.563,2.171,8.338,Fulfilled,0.0,2.626,552.72,8.226,1.978,461.1,63.099,Good,1.196,0.247,8.364,2.832,0.11,0.1103,Low Risk,0.57
2026-01-13 14:37:00,33.324716,-96.290521,6.747,1.885,3.765,58.872,0.893,9.449,Fulfilled,1.662,4.042,1106.41,9.938,4.912,724.51,83.412,Good,3.334,1.452,9.397,4.479,0.247,0.2026,Low Risk,1.65
2026-01-25 12:35:00,33.245126,-83.657083,5.798,0.929,2.307,80.564,0.309,8.01,Fulfilled,4.196,0.0,1007.22,7.529,5.702,792.79,95.541,Good,2.898,0.845,5.851,3.768,0.279,0.17,Low Risk,0.7
2026-01-25 22:52:00,35.173713,-118.4595,6.854,1.45,3.656,86.425,1.577,5.247,Pending,3.259,4.487,1175.89,7.793,7.685,626.83,30.114,At Risk,3.183,2.728,5.841,3.33,0.344,0.4515,Moderate Risk,2.76
2026-04-16 17:16:00,33.141781,-96.712471,5.388,0.341,0.922,74.413,0.821,7.266,Fulfilled,0.0,2.857,809.46,8.609,5.062,667.77,29.567,Good,1.749,2.549,7.07,2.986,0.149,0.1232,Low Risk,-0.68
2026-04-12 00:46:00,28.97662,-95.961145,7.734,4.607,7.728,38.188,3.97,2.479,Delayed,6.916,7.51,1642.43,3.451,11.149,869.39,115.0,Good,6.803,4.351,5.42,5.578,0.9,0.9375,High Risk,6.25
2026-04-11 23:19:00,33.524939,-118.405902,7.313,4.42,6.215,56.031,2.691,6.937,Delayed,3.714,5.369,1421.4,5.876,6.123,448.53,59.341,Good,6.536,3.952,8.079,4.187,0.568,0.7287,Moderate Risk,5.99
2026-03-21 02:00:00,33.03692,-84.541613,5.843,2.422,4.932,59.111,2.308,4.149,Fulfilled,4.991,4.527,1268.05,5.5,8.022,553.48,86.315,Good,5.738,3.564,8.457,4.568,0.634,0.6822,Moderate Risk,5.22
2026-04-02 16:18:00,33.786825,-117.770799,7.786,2.417,5.23,35.712,2.717,5.214,Delayed,3.127,5.196,1758.17,3.594,11.102,374.16,86.184,Good,5.049,2.155,6.253,2.968,0.425,0.5465,Moderate Risk,5.2
2026-01-11 04:53:00,35.007313,-118.479806,7.219,1.55,5.571,26.383,2.02,5.619,Fulfilled,4.279,3.929,1164.49,7.961,5.487,784.71,80.78,Good,7.134,3.99,7.522,3.921,0.588,0.6726,Moderate Risk,3.78
2026-01-19 22:01:00,33.721224,-83.894993,6.254,1.985,5.225,59.519,2.697,7.827,Fulfilled,4.987,2.087,1323.0,1.004,9.49,623.7,113.073,Good,5.049,2.748,7.903,4.57,0.56,0.6481,Moderate Risk,5.27
2026-03-21 23:54:00,42.037875,-86.929032,6.892,0.223,0.336,93.048,1.237,6.437,Fulfilled,0.886,2.827,442.17,10.0,1.0,457.56,60.651,Good,0.052,0.656,7.876,1.36,0.076,0.0414,Low Risk,-1.04
2026-03-08 12:30:00,42.959621,-86.927783,7.005,2.412,6.286,32.281,1.407,5.321,Pending,4.805,2.489,1302.0,4.451,9.005,894.49,88.487,At Risk,5.716,3.393,5.892,6.193,0.524,0.7503,High Risk,6.28
2026-04-12 19:32:00,40.212003,-74.104278,6.082,0.992,3.255,78.119,1.079,7.227,Fulfilled,1.632,1.69,1057.57,7.689,6.661,401.6,59.242,Good,3.092,1.865,8.466,5.827,0.231,0.2567,Low Risk,2.11
2026-02-20 04:15:00,40.898187,-74.718719,5.821,1.058,4.615,68.932,1.73,9.537,Fulfilled,3.592,4.603,852.3,7.317,2.912,781.31,86.378,Good,2.398,1.254,8.633,2.457,0.261,0.2445,Low Risk,1.08
2026-04-30 15:15:00,30.362282,-95.155325,5.807,2.965,5.085,60.431,2.615,5.049,Pending,7.02,4.88,1486.69,5.843,9.092,793.37,115.0,Good,3.245,3.188,6.972,5.149,0.586,0.6302,Moderate Risk,4.12
2026-04-19 10:33:00,33.263098,-83.114467,7.347,2.347,6.441,41.429,2.178,3.921,Pending,6.869,2.62,1518.0,3.712,8.138,526.2,115.0,Good,6.611,4.045,3.611,8.439,0.834,0.8734,High Risk,5.9
2026-01-08 21:10:00,42.339096,-87.635275,7.124,1.825,5.217,57.498,1.093,4.291,Pending,4.426,7.349,1060.0,7.808,4.88,850.76,115.0,Good,3.201,1.002,5.92,1.772,0.401,0.442,Moderate Risk,3.14
2026-02-09 10:49:00,42.015673,-87.280505,6.3,1.838,2.842,42.458,2.166,7.198,Fulfilled,5.085,5.583,1267.14,5.367,7.665,596.09,91.066,Good,3.743,2.656,7.799,5.856,0.458,0.4753,Moderate Risk,2.23
2026-03-12 18:14:00,33.001432,-84.349679,5.892,2.294,4.811,56.272,1.576,3.323,Pending,4.392,2.662,1916.18,4.879,14.388,404.42,79.967,Good,4.307,3.172,7.528,2.494,0.514,0.5864,Moderate Risk,4.46
2026-03-09 17:57:00,42.376536,-87.585772,4.68,1.401,2.248,97.995,1.834,5.727,Pending,1.553,1.543,733.83,8.997,1.0,440.09,76.299,Good,3.592,2.462,7.49,2.647,0.176,0.1121,Low Risk,0.77
2026-04-21 17:21:00,34.234235,-117.217014,4.838,-0.796,2.922,73.855,1.225,8.642,Fulfilled,1.879,0.0,1013.51,10.0,4.943,709.1,85.047,At Risk,1.202,1.593,6.548,4.387,0.072,0.1235,Low Risk,-0.73
2026-01-23 00:48:00,34.103261,-118.088463,4.807,0.47,0.869,80.777,1.165,6.758,Fulfilled,2.355,0.333,529.57,10.0,2.869,559.94,92.16,At Risk,0.491,0.81,7.934,2.277,0.11,0.0597,Low Risk,-1.21
2026-01-13 04:56:00,32.981107,-97.186762,7.397,1.22,5.784,56.446,2.034,8.727,Fulfilled,2.868,2.154,1024.3,6.33,5.105,525.16,80.952,At Risk,3.641,3.053,8.659,5.711,0.433,0.3948,Low Risk,3.82
2026-04-22 03:53:00,34.937703,-117.984324,5.477,0.658,3.365,75.774,0.608,10.0,Fulfilled,2.951,1.506,973.01,8.879,5.3,557.69,70.095,Good,0.878,1.298,7.848,2.196,0.121,0.1325,Low Risk,1.18
2026-02-27 21:44:00,32.791822,-96.209288,7.152,2.818,5.803,28.377,2.845,5.872,Pending,3.035,6.966,1460.25,5.605,10.304,649.22,62.753,Good,6.858,3.422,8.269,6.448,0.736,0.8319,High Risk,6.76
2026-01-01 06:30:00,33.310147,-83.779579,7.274,0.443,5.386,71.068,2.173,4.664,Fulfilled,1.74,3.56,1322.96,8.736,9.604,557.54,88.547,Good,4.082,2.526,7.786,4.308,0.422,0.5645,Moderate Risk,2.67
2026-02-01 13:16:00,33.338998,-118.991388,7.889,2.917,7.069,42.632,3.263,1.814,Delayed,7.492,5.654,1403.18,4.42,7.554,927.59,115.0,Good,6.845,4.133,3.424,4.656,0.727,0.836,High Risk,6.04
2026-01-09 00:49:00,33.327651,-84.540991,5.794,2.362,5.291,39.271,1.313,6.308,Fulfilled,4.941,3.278,1156.82,6.271,8.789,766.09,103.29,Good,3.568,2.839,6.609,4.554,0.556,0.5507,Moderate Risk,4.69
2026-04-11 01:41:00,40.210557,-72.943348,6.887,1.504,5.409,42.211,1.958,7.314,Fulfilled,7.758,2.727,1781.76,5.894,14.308,1011.16,106.76,At Risk,5.43,3.832,5.379,5.916,0.75,0.772,High Risk,5.28
2026-01-16 14:50:00,33.68726,-118.448774,7.048,4.357,7.93,52.85,2.952,5.724,Fulfilled,2.175,8.859,1632.03,5.434,9.389,869.83,64.508,Damaged,7.016,3.986,4.336,6.268,0.685,0.7996,High Risk,6.37
2026-02-01 20:35:00,33.951294,-118.438575,5.552,-0.223,1.896,81.981,0.945,9.262,Fulfilled,0.0,0.0,713.41,7.647,3.417,282.53,34.327,At Risk,0.943,1.939,9.13,0.262,0.085,0.0604,Low Risk,-1.6
2026-01-05 01:47:00,34.469314,-117.664756,5.245,2.595,4.557,33.253,2.229,6.122,Fulfilled,5.248,5.391,1373.1,7.307,10.462,900.75,74.248,At Risk,5.788,3.917,7.378,5.903,0.576,0.6514,Moderate Risk,5.02
2026-02-26 03:00:00,41.357917,-88.332018,5.674,0.967,3.102,79.765,0.722,9.519,Exception,2.289,3.794,655.82,8.896,3.394,952.39,85.164,At Risk,3.545,2.236,10.0,3.582,0.236,0.1576,Low Risk,1.59
2026-03-11 02:35:00,33.261856,-84.764855,6.79,1.138,3.422,55.31,2.469,6.913,Pending,3.829,6.167,1503.84,5.336,9.365,727.38,92.695,Good,7.489,2.587,5.314,4.547,0.556,0.5271,Moderate Risk,3.23
2026-01-07 08:01:00,41.786147,-88.47623,5.238,0.889,4.25,59.738,2.18,6.906,Fulfilled,2.299,1.544,1165.4,7.615,5.557,495.23,102.094,Damaged,1.475,1.831,7.175,3.578,0.297,0.3074,Low Risk,2.0
